id,text,cleaned_text,created_at,username,user_id,language,retweet_count,like_count,reply_count,quote_count,impression_count,hashtags,mentions,source,is_retweet,is_reply,in_reply_to_user_id,conversation_id,user_followers_count,user_following_count,user_verified,user_location,possibly_sensitive,sentiment,sentiment_score,subjectivity,emotion,_ingest_timestamp,_source,clean_text,hashtags_array,mentions_array,clean_username,clean_source,clean_user_location,created_at_ts,sentiment_index,emotion_index
2.9665e+18,Nice house power Republican stage apply conference. Sometimes drive anything teach myself. #Firewall #Ransomware @allenandrea @alicia14,Nice house power Republican stage apply conference. Sometimes drive anything teach myself.,09-03-2025 02:38,@martin22,159398837,en,6,10,1,1,55,"#Firewall, #Ransomware","@allenandrea, @alicia14",Android,False,False,,6.60711e+18,51682,315,False,South Tracyborough,False,positive,0.6,1.0,neutral,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,nice house power republican stage apply conference sometimes drive anything teach myself #firewall #ransomware,"[""#firewall"",""#ransomware""]","[""@allenandrea"",""@alicia14""]",martin22,android,south tracyborough,2025-03-09T02:38:00.000Z,1,3
4.93673e+18,Sort determine player military person author return. #Hacking ,Sort determine player military person author return.,22-08-2024 01:55,@rojasmarc,375918300,fr,4,8,1,1,51,#Hacking,NaN,Android,True,True,,9.85083e+18,8661,92,False,Lake Joshua,False,neutral,-0.1,0.1,anger,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,sort determine player military person author return #hacking,"[""#hacking""]",[],rojasmarc,android,lake joshua,2024-08-22T01:55:00.000Z,0,2
9.78204e+18,Great cloud_storage update! Air she sister simple real television. #Ransomware @millerfrederick @millerjames,Great cloud_storage update! Air she sister simple real television.,16-02-2025 07:37,@gonzalespatricia,594547117,en,3,10,0,2,54,#Ransomware,"@millerfrederick, @millerjames",Twitter for iPhone,False,False,,8.76437e+18,5887,1135,False,NaN,False,positive,0.4,0.469,sadness,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,great cloud storage update air she sister simple real television #ransomware,"[""#ransomware""]","[""@millerfrederick"",""@millerjames""]",gonzalespatricia,twitter for iphone,NaN,2025-02-16T07:37:00.000Z,1,1
2.33876e+18,Arm piece why ago change government here boy trial population. End be spend outside office. #ZeroDay #ThreatIntel @hmitchell,Arm piece why ago change government here boy trial population. End be spend outside office.,20-09-2024 18:38,@hernandezmadison,232770123,fr,6,12,1,1,62,"#ZeroDay, #ThreatIntel",@hmitchell,Twitter Web App,False,False,,2.42011e+18,4418,1066,False,NaN,False,neutral,0.0,0.05,sadness,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,arm piece why ago change government here boy trial population end be spend outside office #zeroday #threatintel,"[""#zeroday"",""#threatintel""]","[""@hmitchell""]",hernandezmadison,twitter web app,NaN,2024-09-20T18:38:00.000Z,0,1
8.57288e+18,Patch for Man-in-the-Middle vulnerability released. #DDoS #CyberSecurity @walter05,Patch for Man-in-the-Middle vulnerability released.,03-03-2025 23:59,@gharrison,362524201,en,3,12,3,2,45,"#DDoS, #CyberSecurity",@walter05,Twitter for iPhone,False,False,,8.36706e+18,366,388,False,NaN,False,neutral,0.0,0.0,fear,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,patch for man in the middle vulnerability released #ddos #cybersecurity,"[""#ddos"",""#cybersecurity""]","[""@walter05""]",gharrison,twitter for iphone,NaN,2025-03-03T23:59:00.000Z,0,4
3.11321e+18,Security audit scheduled. #ZeroDay @cmcdonald @smithjose,Security audit scheduled.,24-02-2025 08:07,@nicholasfields,327473659,en,6,3,0,1,42,#ZeroDay,"@cmcdonald, @smithjose",Twitter Web App,False,True,,4.70127e+18,8996,944,False,West Jenniferview,False,neutral,0.0,0.0,joy,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,security audit scheduled #zeroday,"[""#zeroday""]","[""@cmcdonald"",""@smithjose""]",nicholasfields,twitter web app,west jenniferview,2025-02-24T08:07:00.000Z,0,0
3.93691e+18,Backup systems engaged after malware. Change help but include something memory wrong. #Phishing #ThreatIntel #ZeroDay ,Backup systems engaged after malware. Change help but include something memory wrong.,30-09-2024 20:17,@donna54,78184087,en,3,11,1,1,63,"#Phishing, #ThreatIntel, #ZeroDay",NaN,TweetDeck,True,False,,6.22252e+18,8099,1063,False,Port Barbara,False,negative,-0.5,0.9,surprise,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,backup systems engaged after malware change help but include something memory wrong #phishing #threatintel #zeroday,"[""#phishing"",""#threatintel"",""#zeroday""]",[],donna54,tweetdeck,port barbara,2024-09-30T20:17:00.000Z,2,5
8.42346e+18,Threat intel update: new exploit in wild. #Ransomware #ZeroDay #SOC @tranbenjamin,Threat intel update: new exploit in wild.,14-09-2024 17:40,@nbrown,512447052,es,2,6,2,0,58,"#Ransomware, #ZeroDay, #SOC",@tranbenjamin,Android,False,False,930902325.0,5.576e+18,810,1666,False,NaN,False,positive,0.118,0.427,surprise,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,threat intel update new exploit in wild #ransomware #zeroday #soc,"[""#ransomware"",""#zeroday"",""#soc""]","[""@tranbenjamin""]",nbrown,android,NaN,2024-09-14T17:40:00.000Z,1,5
5.18652e+18,Encryption standards are top-notch. #DDoS #ZeroDay #SOC @robertchase @ymontgomery,Encryption standards are top-notch.,07-11-2024 05:57,@bartonkimberly,608261666,fr,1,14,1,0,48,"#DDoS, #ZeroDay, #SOC","@robertchase, @ymontgomery",Android,False,True,,8.10653e+18,517,1804,False,East Caleb,False,positive,1.0,1.0,fear,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,encryption standards are top notch #ddos #zeroday #soc,"[""#ddos"",""#zeroday"",""#soc""]","[""@robertchase"",""@ymontgomery""]",bartonkimberly,android,east caleb,2024-11-07T05:57:00.000Z,1,4
4.87711e+18,Soon up tend education more three trip school energy. #SOC #Firewall #ZeroDay @suzanne28 @pjimenez,Soon up tend education more three trip school energy.,25-10-2024 06:50,@nicholasgallagher,902751879,en,4,6,0,0,34,"#SOC, #Firewall, #ZeroDay","@suzanne28, @pjimenez",TweetDeck,False,False,,4.03279e+18,880,794,False,South Josephberg,False,positive,0.5,0.5,neutral,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,soon up tend education more three trip school energy #soc #firewall #zeroday,"[""#soc"",""#firewall"",""#zeroday""]","[""@suzanne28"",""@pjimenez""]",nicholasgallagher,tweetdeck,south josephberg,2024-10-25T06:50:00.000Z,1,3
2.46227e+18,Center hundred question rise miss population. Imagine citizen drug information response. #InfoSec ,Center hundred question rise miss population. Imagine citizen drug information response.,30-08-2024 07:03,@jennifer86,74459934,en,2,5,1,1,49,#InfoSec,NaN,Android,False,False,,9.50082e+18,2722,1624,False,North Kyle,True,neutral,-0.1,0.1,anger,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,center hundred question rise miss population imagine citizen drug information response #infosec,"[""#infosec""]",[],jennifer86,android,north kyle,2024-08-30T07:03:00.000Z,0,2
5.01455e+18,Bank them state factor word hope great seek serious. Cost small return. #Phishing #SOC @matthew24 @susanpruitt,Bank them state factor word hope great seek serious. Cost small return.,29-11-2024 03:09,@barnettterry,319800054,en,2,2,0,1,47,"#Phishing, #SOC","@matthew24, @susanpruitt",Twitter Web App,False,True,,7.3699e+18,10977,1512,False,Robertview,False,neutral,0.072,0.606,fear,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,bank them state factor word hope great seek serious cost small return #phishing #soc,"[""#phishing"",""#soc""]","[""@matthew24"",""@susanpruitt""]",barnettterry,twitter web app,robertview,2024-11-29T03:09:00.000Z,0,4
6.43131e+18,Message whether morning trouble against difficult board drop recently. Condition word former win letter story article. #ZeroDay ,Message whether morning trouble against difficult board drop recently. Condition word former win letter story article.,26-01-2025 20:46,@benjamin04,292586848,en,6,13,1,0,49,#ZeroDay,NaN,Android,True,False,,2.26686e+18,14779,1156,False,East Sabrina,False,neutral,0.02,0.37,fear,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,message whether morning trouble against difficult board drop recently condition word former win letter story article #zeroday,"[""#zeroday""]",[],benjamin04,android,east sabrina,2025-01-26T20:46:00.000Z,0,4
2.0157e+18,Wide station create moment onto third business rock. South bed represent lawyer. #Hacking @ygriffith,Wide station create moment onto third business rock. South bed represent lawyer.,09-09-2024 02:03,@stephenscatherine,173082251,en,7,7,1,1,62,#Hacking,@ygriffith,Twitter for iPhone,False,False,,5.83785e+18,5604,1285,False,East Brittney,False,neutral,-0.05,0.2,surprise,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,wide station create moment onto third business rock south bed represent lawyer #hacking,"[""#hacking""]","[""@ygriffith""]",stephenscatherine,twitter for iphone,east brittney,2024-09-09T02:03:00.000Z,0,5
9.96857e+18,Quickly manage care popular yourself always image alone baby base seek seven market which. #MFA #DDoS ,Quickly manage care popular yourself always image alone baby base seek seven market which.,19-10-2024 23:00,@gdavis,281125317,es,5,11,3,3,58,"#MFA, #DDoS",NaN,Twitter for iPhone,False,False,962911250.0,6.64458e+18,2352,1750,False,Maxwellhaven,False,neutral,0.044,0.8,anger,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,quickly manage care popular yourself always image alone baby base seek seven market which #mfa #ddos,"[""#mfa"",""#ddos""]",[],gdavis,twitter for iphone,maxwellhaven,2024-10-19T23:00:00.000Z,0,2
3.08831e+18,Action continue star young ahead blood. #Phishing #Firewall @irodriguez,Action continue star young ahead blood.,18-12-2024 03:08,@sancheznicholas,289622881,es,3,14,1,0,50,"#Phishing, #Firewall",@irodriguez,Twitter for iPhone,False,True,,2.18339e+18,4760,1694,False,Walshfort,False,neutral,0.1,0.25,sadness,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,action continue star young ahead blood #phishing #firewall,"[""#phishing"",""#firewall""]","[""@irodriguez""]",sancheznicholas,twitter for iphone,walshfort,2024-12-18T03:08:00.000Z,0,1
1.95565e+18,Role statement other whether traditional true think quite hot. #Firewall #Phishing #InfoSec ,Role statement other whether traditional true think quite hot.,23-03-2025 02:18,@dennis01,960257358,en,2,5,1,0,48,"#Firewall, #Phishing, #InfoSec",NaN,Twitter Web App,False,False,,9.294e+18,45341,1335,False,Cassandraville,False,positive,0.119,0.656,neutral,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,role statement other whether traditional true think quite hot #firewall #phishing #infosec,"[""#firewall"",""#phishing"",""#infosec""]",[],dennis01,twitter web app,cassandraville,2025-03-23T02:18:00.000Z,1,3
1.09372e+18,Police offer board factor discuss morning gas ago cause young crime spring. Walk paper media available. #Hacking #ThreatIntel #Hacking ,Police offer board factor discuss morning gas ago cause young crime spring. Walk paper media available.,11-08-2024 09:13,@vhill,298748040,en,2,3,1,2,56,"#Hacking, #ThreatIntel, #Hacking",NaN,Twitter Web App,False,False,,1.25259e+18,1703,377,False,NaN,False,positive,0.25,0.4,anger,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,police offer board factor discuss morning gas ago cause young crime spring walk paper media available #hacking #threatintel #hacking,"[""#hacking"",""#threatintel"",""#hacking""]",[],vhill,twitter web app,NaN,2024-08-11T09:13:00.000Z,1,2
7.52073e+18,Baby effort already second room candidate movie wait amount happen again. #Ransomware #DDoS @john66,Baby effort already second room candidate movie wait amount happen again.,22-12-2024 23:12,@vburch,204448728,en,5,6,2,2,46,"#Ransomware, #DDoS",@john66,Android,False,False,,1.72755e+18,302,1969,False,New Heatherville,False,neutral,0.0,0.0,surprise,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,baby effort already second room candidate movie wait amount happen again #ransomware #ddos,"[""#ransomware"",""#ddos""]","[""@john66""]",vburch,android,new heatherville,2024-12-22T23:12:00.000Z,0,5
3.04101e+18,Interview suffer voice want themselves area those. Hospital this because that agree child. #CVE #Ransomware @vjones,Interview suffer voice want themselves area those. Hospital this because that agree child.,21-08-2024 11:36,@corythompson,239353601,es,1,11,0,1,51,"#CVE, #Ransomware",@vjones,TweetDeck,False,True,,7.18656e+18,6438,1560,False,West Priscilla,False,neutral,0.0,0.0,surprise,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,interview suffer voice want themselves area those hospital this because that agree child #cve #ransomware,"[""#cve"",""#ransomware""]","[""@vjones""]",corythompson,tweetdeck,west priscilla,2024-08-21T11:36:00.000Z,0,5
3.77861e+18,Appear involve nearly job board phone magazine several popular central. Worker story face white break. #MFA ,Appear involve nearly job board phone magazine several popular central. Worker story face white break.,26-09-2024 03:24,@peggy08,484102276,en,3,3,0,1,62,#MFA,NaN,Android,False,False,592986856.0,9.31585e+18,6850,720,False,Deleonmouth,False,positive,0.14,0.31,anger,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,appear involve nearly job board phone magazine several popular central worker story face white break #mfa,"[""#mfa""]",[],peggy08,android,deleonmouth,2024-09-26T03:24:00.000Z,1,2
6.96414e+18,Down television tree say more imagine deep population pass. Apply project later really. #CyberSecurity #Hacking #ThreatIntel @romerovictoria @prattjustin,Down television tree say more imagine deep population pass. Apply project later really.,08-01-2025 08:45,@savannahespinoza,523329613,en,4,6,0,0,57,"#CyberSecurity, #Hacking, #ThreatIntel","@romerovictoria, @prattjustin",Twitter Web App,False,False,245322112.0,8.3228e+18,1381,1661,False,Braunshire,True,positive,0.109,0.278,anger,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,down television tree say more imagine deep population pass apply project later really #cybersecurity #hacking #threatintel,"[""#cybersecurity"",""#hacking"",""#threatintel""]","[""@romerovictoria"",""@prattjustin""]",savannahespinoza,twitter web app,braunshire,2025-01-08T08:45:00.000Z,1,2
7.93235e+18,Idea our of wall inside person space thank. #DDoS #Ransomware ,Idea our of wall inside person space thank.,21-10-2024 11:59,@maria99,936553887,en,2,6,1,2,50,"#DDoS, #Ransomware",NaN,Twitter for iPhone,False,True,144456050.0,4.70109e+18,521,618,False,Davishaven,False,neutral,0.0,0.0,fear,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,idea our of wall inside person space thank #ddos #ransomware,"[""#ddos"",""#ransomware""]",[],maria99,twitter for iphone,davishaven,2024-10-21T11:59:00.000Z,0,4
7.18268e+18,Encryption standards are top-notch. Certain situation often PM notice. #CVE @markgarcia @bartonpaige,Encryption standards are top-notch. Certain situation often PM notice.,07-03-2025 00:26,@stephaniezamora,841176154,en,2,7,0,1,45,#CVE,"@markgarcia, @bartonpaige",Twitter for iPhone,False,False,,3.9071e+18,3657,1884,False,NaN,False,positive,0.607,0.786,neutral,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,encryption standards are top notch certain situation often pm notice #cve,"[""#cve""]","[""@markgarcia"",""@bartonpaige""]",stephaniezamora,twitter for iphone,NaN,2025-03-07T00:26:00.000Z,1,3
1.26788e+18,Our SOC team responded fast. #ThreatIntel #Phishing #ZeroDay ,Our SOC team responded fast.,22-09-2024 11:05,@lopezkimberly,769692496,es,5,11,0,2,42,"#ThreatIntel, #Phishing, #ZeroDay",NaN,TweetDeck,False,False,,7.8382e+18,770,1575,False,NaN,True,positive,0.2,0.6,joy,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,our soc team responded fast #threatintel #phishing #zeroday,"[""#threatintel"",""#phishing"",""#zeroday""]",[],lopezkimberly,tweetdeck,NaN,2024-09-22T11:05:00.000Z,1,0
4.44308e+18,Family center wide identify nice visit imagine record. #Phishing ,Family center wide identify nice visit imagine record.,15-08-2024 03:42,@omoore,874473959,es,4,5,2,2,62,#Phishing,NaN,Android,False,False,,6.92319e+18,1094,550,False,South Kathryntown,False,positive,0.133,0.5,joy,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,family center wide identify nice visit imagine record #phishing,"[""#phishing""]",[],omoore,android,south kathryntown,2024-08-15T03:42:00.000Z,1,0
8.27373e+18,Monitoring for potential Ransomware. Community democratic no yes direction parent. #SOC #DataBreach #SOC @elizabeth95,Monitoring for potential Ransomware. Community democratic no yes direction parent.,11-01-2025 23:43,@rachelmeyer,675400186,en,2,6,0,2,55,"#SOC, #DataBreach, #SOC",@elizabeth95,Twitter for iPhone,False,False,,8.21213e+18,110,1123,False,Port Loriport,False,neutral,0.0,1.0,surprise,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,monitoring for potential ransomware community democratic no yes direction parent #soc #databreach #soc,"[""#soc"",""#databreach"",""#soc""]","[""@elizabeth95""]",rachelmeyer,twitter for iphone,port loriport,2025-01-11T23:43:00.000Z,0,5
6.78491e+18,Today whether thought brother central reason. #DataBreach @jpeterson,Today whether thought brother central reason.,15-09-2024 09:44,@richardhines,615787235,en,5,8,1,0,54,#DataBreach,@jpeterson,Twitter Web App,False,True,,1.38705e+18,97,553,False,South Donna,False,neutral,0.0,0.25,joy,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,today whether thought brother central reason #databreach,"[""#databreach""]","[""@jpeterson""]",richardhines,twitter web app,south donna,2024-09-15T09:44:00.000Z,0,0
7.3972e+18,Situation him her imagine authority stop address. #InfoSec #ZeroDay #CyberSecurity @gstokes,Situation him her imagine authority stop address.,09-08-2024 17:23,@katieaguirre,675783738,es,4,7,0,2,45,"#InfoSec, #ZeroDay, #CyberSecurity",@gstokes,TweetDeck,False,True,,9.27705e+18,3051,1048,False,Ashleyville,False,neutral,0.0,0.0,anger,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,situation him her imagine authority stop address #infosec #zeroday #cybersecurity,"[""#infosec"",""#zeroday"",""#cybersecurity""]","[""@gstokes""]",katieaguirre,tweetdeck,ashleyville,2024-08-09T17:23:00.000Z,0,2
2.6767e+18,Successful since human chance onto significant sure evening together. #DataBreach @wallfrank @aaroncontreras,Successful since human chance onto significant sure evening together.,09-09-2024 13:53,@yburke,387416452,es,2,4,1,0,46,#DataBreach,"@wallfrank, @aaroncontreras",Android,False,False,,6.95875e+18,2331,683,False,NaN,False,positive,0.406,0.703,neutral,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,successful since human chance onto significant sure evening together #databreach,"[""#databreach""]","[""@wallfrank"",""@aaroncontreras""]",yburke,android,NaN,2024-09-09T13:53:00.000Z,1,3
3.78585e+18,Your bring woman hit dark ball. #DataBreach @lisarogers,Your bring woman hit dark ball.,16-11-2024 03:53,@williamscarl,971668383,es,1,9,1,2,43,#DataBreach,@lisarogers,Android,False,False,,5.28541e+18,5450,228,True,New Deborahland,False,negative,-0.15,0.4,sadness,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,your bring woman hit dark ball #databreach,"[""#databreach""]","[""@lisarogers""]",williamscarl,android,new deborahland,2024-11-16T03:53:00.000Z,2,1
8.26823e+18,Picture available scene approach imagine concern picture cultural old. #Firewall @omay,Picture available scene approach imagine concern picture cultural old.,13-01-2025 00:18,@brentrichardson,533572728,en,4,6,3,0,58,#Firewall,@omay,Twitter for iPhone,False,False,,3.15063e+18,2172,117,False,Josephfort,False,positive,0.2,0.233,surprise,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,picture available scene approach imagine concern picture cultural old #firewall,"[""#firewall""]","[""@omay""]",brentrichardson,twitter for iphone,josephfort,2025-01-13T00:18:00.000Z,1,5
4.68351e+18,Kind example class research last cause idea television provide others general. #Hacking #CyberSecurity #DDoS ,Kind example class research last cause idea television provide others general.,24-10-2024 12:40,@reesetravis,89988254,en,2,2,0,0,56,"#Hacking, #CyberSecurity, #DDoS",NaN,Twitter for iPhone,False,False,992302456.0,9.80878e+18,107559,926,False,Livingstonton,True,positive,0.217,0.489,sadness,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,kind example class research last cause idea television provide others general #hacking #cybersecurity #ddos,"[""#hacking"",""#cybersecurity"",""#ddos""]",[],reesetravis,twitter for iphone,livingstonton,2024-10-24T12:40:00.000Z,1,1
4.76872e+18,Investigating Social Engineering reports. Not usually at sing. #MFA #CVE ,Investigating Social Engineering reports. Not usually at sing.,11-09-2024 17:04,@sandersalexandria,668421592,en,3,6,2,1,49,"#MFA, #CVE",NaN,Twitter Web App,False,True,,5.74424e+18,532,1171,True,Carlosborough,False,neutral,0.079,0.158,anger,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,investigating social engineering reports not usually at sing #mfa #cve,"[""#mfa"",""#cve""]",[],sandersalexandria,twitter web app,carlosborough,2024-09-11T17:04:00.000Z,0,2
8.55322e+18,Patched the vulnerability quickly. Dark discussion visit west fire. #SOC #DataBreach #CVE ,Patched the vulnerability quickly. Dark discussion visit west fire.,03-01-2025 10:51,@jamesmoon,189916316,es,2,7,1,0,53,"#SOC, #DataBreach, #CVE",NaN,TweetDeck,False,False,,7.55993e+18,2056,1019,False,Rodriguezside,False,negative,-0.15,0.4,joy,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,patched the vulnerability quickly dark discussion visit west fire #soc #databreach #cve,"[""#soc"",""#databreach"",""#cve""]",[],jamesmoon,tweetdeck,rodriguezside,2025-01-03T10:51:00.000Z,2,0
5.89612e+18,Less daughter you traditional question bad clear. Both seek draw message prove car. #InfoSec @wpayne @nmartinez,Less daughter you traditional question bad clear. Both seek draw message prove car.,19-10-2024 01:34,@qjones,597392534,en,5,12,1,3,46,#InfoSec,"@wpayne, @nmartinez",Twitter for iPhone,False,False,416998658.0,6.25748e+18,4938,350,False,NaN,False,negative,-0.192,0.467,neutral,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,less daughter you traditional question bad clear both seek draw message prove car #infosec,"[""#infosec""]","[""@wpayne"",""@nmartinez""]",qjones,twitter for iphone,NaN,2024-10-19T01:34:00.000Z,2,3
4.70527e+18,Father enough any which ten follow cell how member win behind every. #Ransomware #ThreatIntel #CVE @youngjamie,Father enough any which ten follow cell how member win behind every.,08-10-2024 04:30,@marilyn67,934487619,en,2,7,1,2,51,"#Ransomware, #ThreatIntel, #CVE",@youngjamie,Android,False,True,,6.63101e+18,1007,1598,False,NaN,False,neutral,0.1,0.4,anger,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,father enough any which ten follow cell how member win behind every #ransomware #threatintel #cve,"[""#ransomware"",""#threatintel"",""#cve""]","[""@youngjamie""]",marilyn67,android,NaN,2024-10-08T04:30:00.000Z,0,2
3.00109e+18,Great firewall update! Board center leg so project color cost. #Firewall @flowersdanielle,Great firewall update! Board center leg so project color cost.,09-02-2025 14:13,@lshannon,121183610,en,3,14,0,0,48,#Firewall,@flowersdanielle,Twitter Web App,True,False,,8.013e+18,5720,996,False,North Courtney,False,positive,0.45,0.425,surprise,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,great firewall update board center leg so project color cost #firewall,"[""#firewall""]","[""@flowersdanielle""]",lshannon,twitter web app,north courtney,2025-02-09T14:13:00.000Z,1,5
2.02281e+18,Mind wind commercial national same man rule paper doctor. Term discuss state drug boy middle. #SOC @ricky53 @bmoyer,Mind wind commercial national same man rule paper doctor. Term discuss state drug boy middle.,25-01-2025 22:56,@lfloyd,21470039,en,6,10,1,3,53,#SOC,"@ricky53, @bmoyer",Twitter Web App,False,False,,1.04965e+18,1672,1797,False,Powellville,False,neutral,0.0,0.042,surprise,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,mind wind commercial national same man rule paper doctor term discuss state drug boy middle #soc,"[""#soc""]","[""@ricky53"",""@bmoyer""]",lfloyd,twitter web app,powellville,2025-01-25T22:56:00.000Z,0,5
3.25301e+18,We’ve been hit by a sql injection attack. Long article team market too million space. #Ransomware ,We’ve been hit by a sql injection attack. Long article team market too million space.,03-03-2025 11:36,@diazaaron,965549018,en,4,6,1,0,46,#Ransomware,NaN,Twitter for iPhone,False,False,,8.17904e+18,1104,597,False,North Donna,True,neutral,-0.05,0.4,joy,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,we ve been hit by a sql injection attack long article team market too million space #ransomware,"[""#ransomware""]",[],diazaaron,twitter for iphone,north donna,2025-03-03T11:36:00.000Z,0,0
3.09498e+18,Congress pick foreign city yeah quickly process address. Much language bit enter notice run. #ThreatIntel #DDoS ,Congress pick foreign city yeah quickly process address. Much language bit enter notice run.,12-09-2024 21:49,@charlesduncan,596896440,fr,5,7,1,0,51,"#ThreatIntel, #DDoS",NaN,Android,False,False,,5.4609e+18,4988,1845,False,NaN,False,positive,0.136,0.275,neutral,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,congress pick foreign city yeah quickly process address much language bit enter notice run #threatintel #ddos,"[""#threatintel"",""#ddos""]",[],charlesduncan,android,NaN,2024-09-12T21:49:00.000Z,1,3
3.81039e+18,Patch for Credential Stuffing vulnerability released. Nothing why sense western newspaper move. #DataBreach @joe99,Patch for Credential Stuffing vulnerability released. Nothing why sense western newspaper move.,22-03-2025 13:29,@krista02,116772965,en,3,9,2,1,50,#DataBreach,@joe99,Twitter for iPhone,False,True,,7.20758e+18,4693,337,False,North Melissa,False,neutral,0.0,0.0,surprise,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,patch for credential stuffing vulnerability released nothing why sense western newspaper move #databreach,"[""#databreach""]","[""@joe99""]",krista02,twitter for iphone,north melissa,2025-03-22T13:29:00.000Z,0,5
9.65056e+18,Week reality discover success item rest. #InfoSec #SOC #ZeroDay @william42,Week reality discover success item rest.,01-02-2025 22:47,@nicole59,752059902,en,4,14,1,1,56,"#InfoSec, #SOC, #ZeroDay",@william42,Android,True,True,,4.41481e+18,1891,1647,False,Lake Christopherstad,False,positive,0.3,0.0,sadness,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,week reality discover success item rest #infosec #soc #zeroday,"[""#infosec"",""#soc"",""#zeroday""]","[""@william42""]",nicole59,android,lake christopherstad,2025-02-01T22:47:00.000Z,1,1
2.17539e+18,Personal medical while seem along pressure begin type dog name language. #ThreatIntel ,Personal medical while seem along pressure begin type dog name language.,22-11-2024 00:51,@xgonzalez,477479903,fr,1,6,1,1,60,#ThreatIntel,NaN,TweetDeck,False,False,,3.27771e+18,452,183,False,North Sarah,False,neutral,0.0,0.15,anger,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,personal medical while seem along pressure begin type dog name language #threatintel,"[""#threatintel""]",[],xgonzalez,tweetdeck,north sarah,2024-11-22T00:51:00.000Z,0,2
7.41883e+18,Ever sister white as physical wind manager mother his change perhaps. #Hacking #CVE #DDoS @twagner,Ever sister white as physical wind manager mother his change perhaps.,19-03-2025 17:00,@maryanderson,428795478,en,2,12,0,0,47,"#Hacking, #CVE, #DDoS",@twagner,TweetDeck,False,True,,3.84124e+18,11752,568,False,South Virginia,False,neutral,0.0,0.071,anger,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,ever sister white as physical wind manager mother his change perhaps #hacking #cve #ddos,"[""#hacking"",""#cve"",""#ddos""]","[""@twagner""]",maryanderson,tweetdeck,south virginia,2025-03-19T17:00:00.000Z,0,2
3.74729e+18,Encryption standards are top-notch. #ThreatIntel @gibbsamanda,Encryption standards are top-notch.,03-03-2025 13:20,@rossjacob,622152543,es,4,11,2,0,62,#ThreatIntel,@gibbsamanda,Twitter for iPhone,False,False,,3.80863e+18,2461,1743,False,West Brett,False,positive,1.0,1.0,joy,2025-12-11T11:39:14.586Z,twitter_sentiment_dataset.csv,encryption standards are top notch #threatintel,"[""#threatintel""]","[""@gibbsamanda""]",rossjacob,twitter for iphone,west brett,2025-03-03T13:20:00.000Z,1,0
